Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime
11/10/2004,02:00:00,-200.0,825.0,150.0,,536.0,39.0,1203.0,32.0,1302.0,498.0,-200.0,-200.0,-200.0,2004-10-11 02:00:00
11/10/2004,03:00:00,-200.0,828.0,150.0,,558.0,180.0,1166.0,109.0,1304.0,494.0,-200.0,-200.0,-200.0,2004-10-11 03:00:00
11/10/2004,04:00:00,-200.0,847.0,150.0,,576.0,33.0,1139.0,29.0,1321.0,507.0,-200.0,-200.0,-200.0,2004-10-11 04:00:00
11/10/2004,05:00:00,-200.0,903.0,150.0,,679.0,90.0,956.0,44.0,1385.0,660.0,-200.0,-200.0,-200.0,2004-10-11 05:00:00
11/10/2004,06:00:00,-200.0,1041.0,150.0,,865.0,164.0,757.0,53.0,1486.0,902.0,-200.0,-200.0,-200.0,2004-10-11 06:00:00
11/10/2004,07:00:00,-200.0,1314.0,150.0,,1267.0,336.0,559.0,62.0,1888.0,1240.0,-200.0,-200.0,-200.0,2004-10-11 07:00:00
11/10/2004,08:00:00,-200.0,1326.0,150.0,,1416.0,366.0,499.0,68.0,1971.0,1395.0,-200.0,-200.0,-200.0,2004-10-11 08:00:00
11/10/2004,09:00:00,-200.0,1464.0,150.0,,1444.0,565.0,475.0,85.0,2049.0,1625.0,-200.0,-200.0,-200.0,2004-10-11 09:00:00
11/10/2004,10:00:00,-200.0,1313.0,150.0,,1213.0,536.0,564.0,88.0,1789.0,1359.0,-200.0,-200.0,-200.0,2004-10-11 10:00:00
11/10/2004,11:00:00,-200.0,1202.0,150.0,,1058.0,416.0,647.0,82.0,1623.0,1152.0,-200.0,-200.0,-200.0,2004-10-11 11:00:00
11/10/2004,12:00:00,-200.0,1225.0,150.0,,1155.0,379.0,607.0,91.0,1738.0,1159.0,-200.0,-200.0,-200.0,2004-10-11 12:00:00
11/10/2004,13:00:00,-200.0,1257.0,150.0,,1248.0,368.0,557.0,87.0,1837.0,1179.0,-200.0,-200.0,-200.0,2004-10-11 13:00:00
11/10/2004,14:00:00,-200.0,1271.0,150.0,,1217.0,444.0,566.0,90.0,1810.0,1227.0,-200.0,-200.0,-200.0,2004-10-11 14:00:00
11/10/2004,15:00:00,-200.0,1179.0,150.0,,1120.0,352.0,634.0,97.0,1667.0,1119.0,-200.0,-200.0,-200.0,2004-10-11 15:00:00
11/10/2004,16:00:00,-200.0,1278.0,150.0,,1248.0,375.0,574.0,99.0,1814.0,1243.0,-200.0,-200.0,-200.0,2004-10-11 16:00:00
11/10/2004,17:00:00,-200.0,1435.0,150.0,,1429.0,479.0,499.0,109.0,2072.0,1449.0,-200.0,-200.0,-200.0,2004-10-11 17:00:00
11/10/2004,18:00:00,-200.0,1326.0,150.0,,1356.0,448.0,525.0,95.0,1966.0,1405.0,-200.0,-200.0,-200.0,2004-10-11 18:00:00
11/10/2004,19:00:00,4.0,1324.0,150.0,,1335.0,388.0,537.0,80.0,1920.0,1444.0,-200.0,-200.0,-200.0,2004-10-11 19:00:00
11/10/2004,20:00:00,-200.0,1206.0,150.0,,1185.0,376.0,592.0,76.0,1751.0,1386.0,-200.0,-200.0,-200.0,2004-10-11 20:00:00
11/10/2004,21:00:00,-200.0,1052.0,150.0,,987.0,224.0,700.0,62.0,1556.0,1102.0,-200.0,-200.0,-200.0,2004-10-11 21:00:00
11/10/2004,22:00:00,-200.0,1057.0,150.0,,934.0,206.0,743.0,57.0,1525.0,1041.0,-200.0,-200.0,-200.0,2004-10-11 22:00:00
11/10/2004,23:00:00,-200.0,952.0,150.0,,833.0,143.0,846.0,57.0,1381.0,881.0,-200.0,-200.0,-200.0,2004-10-11 23:00:00
12/10/2004,00:00:00,-200.0,911.0,150.0,,769.0,113.0,919.0,54.0,1340.0,791.0,-200.0,-200.0,-200.0,2004-10-12 00:00:00
12/10/2004,01:00:00,1.0,898.0,150.0,,742.0,93.0,915.0,50.0,1345.0,796.0,-200.0,-200.0,-200.0,2004-10-12 01:00:00
12/10/2004,02:00:00,-200.0,809.0,150.0,,593.0,58.0,1134.0,44.0,1277.0,647.0,-200.0,-200.0,-200.0,2004-10-12 02:00:00
12/10/2004,03:00:00,-200.0,823.0,150.0,,616.0,180.0,1072.0,109.0,1300.0,716.0,-200.0,-200.0,-200.0,2004-10-12 03:00:00
12/10/2004,04:00:00,-200.0,814.0,150.0,,666.0,56.0,1029.0,34.0,1311.0,719.0,-200.0,-200.0,-200.0,2004-10-12 04:00:00
12/10/2004,05:00:00,-200.0,857.0,150.0,,705.0,105.0,982.0,44.0,1312.0,733.0,-200.0,-200.0,-200.0,2004-10-12 05:00:00
12/10/2004,06:00:00,-200.0,935.0,150.0,,810.0,243.0,881.0,74.0,1356.0,835.0,-200.0,-200.0,-200.0,2004-10-12 06:00:00
12/10/2004,07:00:00,-200.0,1159.0,150.0,,1110.0,492.0,671.0,101.0,1650.0,1094.0,-200.0,-200.0,-200.0,2004-10-12 07:00:00
12/10/2004,08:00:00,3.0,1102.0,150.0,,1141.0,435.0,648.0,103.0,1594.0,1114.0,-200.0,-200.0,-200.0,2004-10-12 08:00:00
12/10/2004,09:00:00,-200.0,979.0,150.0,,917.0,180.0,795.0,109.0,1398.0,903.0,-200.0,-200.0,-200.0,2004-10-12 09:00:00
12/10/2004,10:00:00,-200.0,998.0,150.0,,941.0,180.0,785.0,109.0,1442.0,914.0,-200.0,-200.0,-200.0,2004-10-12 10:00:00
12/10/2004,11:00:00,-200.0,962.0,150.0,,911.0,180.0,793.0,109.0,1380.0,872.0,-200.0,-200.0,-200.0,2004-10-12 11:00:00
12/10/2004,12:00:00,-200.0,985.0,150.0,,957.0,180.0,773.0,109.0,1426.0,860.0,-200.0,-200.0,-200.0,2004-10-12 12:00:00
12/10/2004,13:00:00,-200.0,1043.0,150.0,,1053.0,180.0,707.0,109.0,1514.0,959.0,-200.0,-200.0,-200.0,2004-10-12 13:00:00
12/10/2004,14:00:00,-200.0,929.0,150.0,,875.0,180.0,826.0,109.0,1365.0,814.0,-200.0,-200.0,-200.0,2004-10-12 14:00:00
12/10/2004,15:00:00,-200.0,946.0,150.0,,898.0,180.0,816.0,109.0,1377.0,827.0,-200.0,-200.0,-200.0,2004-10-12 15:00:00
12/10/2004,16:00:00,-200.0,955.0,150.0,,894.0,180.0,818.0,109.0,1366.0,804.0,-200.0,-200.0,-200.0,2004-10-12 16:00:00
12/10/2004,17:00:00,-200.0,1004.0,150.0,,1012.0,180.0,730.0,109.0,1460.0,906.0,-200.0,-200.0,-200.0,2004-10-12 17:00:00
12/10/2004,18:00:00,-200.0,1037.0,150.0,,1053.0,180.0,708.0,109.0,1480.0,958.0,-200.0,-200.0,-200.0,2004-10-12 18:00:00
12/10/2004,19:00:00,-200.0,1066.0,150.0,,1140.0,180.0,670.0,109.0,1577.0,1032.0,-200.0,-200.0,-200.0,2004-10-12 19:00:00
12/10/2004,20:00:00,-200.0,890.0,150.0,,813.0,180.0,898.0,109.0,1274.0,772.0,-200.0,-200.0,-200.0,2004-10-12 20:00:00
12/10/2004,21:00:00,-200.0,843.0,150.0,,729.0,180.0,990.0,109.0,1219.0,618.0,-200.0,-200.0,-200.0,2004-10-12 21:00:00
12/10/2004,22:00:00,-200.0,834.0,150.0,,716.0,180.0,997.0,109.0,1205.0,614.0,-200.0,-200.0,-200.0,2004-10-12 22:00:00
12/10/2004,23:00:00,-200.0,809.0,150.0,,659.0,180.0,1074.0,109.0,1161.0,550.0,-200.0,-200.0,-200.0,2004-10-12 23:00:00
13/10/2004,00:00:00,-200.0,786.0,150.0,,600.0,180.0,1164.0,109.0,1132.0,511.0,-200.0,-200.0,-200.0,2004-10-13 00:00:00
13/10/2004,01:00:00,-200.0,747.0,150.0,,543.0,180.0,1276.0,109.0,1100.0,469.0,-200.0,-200.0,-200.0,2004-10-13 01:00:00
13/10/2004,02:00:00,-200.0,723.0,150.0,,485.0,180.0,1419.0,109.0,1065.0,425.0,-200.0,-200.0,-200.0,2004-10-13 02:00:00
13/10/2004,03:00:00,-200.0,704.0,150.0,,444.0,180.0,1558.0,109.0,1050.0,394.0,-200.0,-200.0,-200.0,2004-10-13 03:00:00
13/10/2004,04:00:00,-200.0,709.0,150.0,,449.0,180.0,1590.0,109.0,1055.0,392.0,-200.0,-200.0,-200.0,2004-10-13 04:00:00
13/10/2004,05:00:00,-200.0,726.0,150.0,,466.0,180.0,1485.0,109.0,1066.0,408.0,-200.0,-200.0,-200.0,2004-10-13 05:00:00
13/10/2004,06:00:00,-200.0,798.0,150.0,,599.0,180.0,1205.0,109.0,1141.0,517.0,-200.0,-200.0,-200.0,2004-10-13 06:00:00
13/10/2004,07:00:00,-200.0,925.0,150.0,,800.0,180.0,908.0,109.0,1272.0,750.0,-200.0,-200.0,-200.0,2004-10-13 07:00:00
13/10/2004,08:00:00,-200.0,906.0,150.0,,809.0,180.0,878.0,109.0,1272.0,787.0,-200.0,-200.0,-200.0,2004-10-13 08:00:00
13/10/2004,09:00:00,-200.0,896.0,150.0,,809.0,286.0,882.0,78.0,1257.0,788.0,-200.0,-200.0,-200.0,2004-10-13 09:00:00
13/10/2004,10:00:00,-200.0,882.0,150.0,,776.0,281.0,932.0,72.0,1222.0,760.0,-200.0,-200.0,-200.0,2004-10-13 10:00:00
13/10/2004,11:00:00,-200.0,948.0,150.0,,853.0,180.0,859.0,109.0,1283.0,839.0,-200.0,-200.0,-200.0,2004-10-13 11:00:00
13/10/2004,12:00:00,-200.0,945.0,150.0,,886.0,180.0,818.0,109.0,1307.0,827.0,-200.0,-200.0,-200.0,2004-10-13 12:00:00
13/10/2004,13:00:00,-200.0,942.0,150.0,,871.0,180.0,832.0,109.0,1314.0,765.0,-200.0,-200.0,-200.0,2004-10-13 13:00:00
13/10/2004,14:00:00,-200.0,943.0,150.0,,864.0,180.0,831.0,109.0,1297.0,814.0,-200.0,-200.0,-200.0,2004-10-13 14:00:00
13/10/2004,15:00:00,-200.0,894.0,150.0,,810.0,180.0,892.0,109.0,1258.0,737.0,-200.0,-200.0,-200.0,2004-10-13 15:00:00
13/10/2004,16:00:00,-200.0,984.0,150.0,,910.0,180.0,795.0,109.0,1348.0,875.0,-200.0,-200.0,-200.0,2004-10-13 16:00:00
13/10/2004,17:00:00,-200.0,1044.0,150.0,,1022.0,180.0,726.0,109.0,1454.0,983.0,-200.0,-200.0,-200.0,2004-10-13 17:00:00
13/10/2004,18:00:00,-200.0,981.0,150.0,,983.0,180.0,759.0,109.0,1370.0,942.0,-200.0,-200.0,-200.0,2004-10-13 18:00:00
13/10/2004,19:00:00,-200.0,1021.0,150.0,,1001.0,180.0,731.0,109.0,1415.0,971.0,-200.0,-200.0,-200.0,2004-10-13 19:00:00
13/10/2004,20:00:00,-200.0,943.0,150.0,,867.0,180.0,834.0,109.0,1314.0,891.0,-200.0,-200.0,-200.0,2004-10-13 20:00:00
13/10/2004,21:00:00,-200.0,863.0,150.0,,732.0,180.0,970.0,109.0,1207.0,724.0,-200.0,-200.0,-200.0,2004-10-13 21:00:00
13/10/2004,22:00:00,-200.0,847.0,150.0,,698.0,180.0,1013.0,109.0,1174.0,719.0,-200.0,-200.0,-200.0,2004-10-13 22:00:00
13/10/2004,23:00:00,-200.0,859.0,150.0,,698.0,180.0,1015.0,109.0,1189.0,705.0,-200.0,-200.0,-200.0,2004-10-13 23:00:00
14/10/2004,00:00:00,-200.0,861.0,150.0,,712.0,180.0,1004.0,109.0,1197.0,718.0,-200.0,-200.0,-200.0,2004-10-14 00:00:00
14/10/2004,01:00:00,-200.0,786.0,150.0,,602.0,180.0,1146.0,109.0,1123.0,584.0,-200.0,-200.0,-200.0,2004-10-14 01:00:00
14/10/2004,02:00:00,-200.0,740.0,150.0,,506.0,180.0,1333.0,109.0,1074.0,469.0,-200.0,-200.0,-200.0,2004-10-14 02:00:00
14/10/2004,03:00:00,-200.0,730.0,150.0,,483.0,180.0,1434.0,109.0,1065.0,438.0,-200.0,-200.0,-200.0,2004-10-14 03:00:00
14/10/2004,04:00:00,-200.0,728.0,150.0,,475.0,180.0,1436.0,109.0,1061.0,432.0,-200.0,-200.0,-200.0,2004-10-14 04:00:00
14/10/2004,05:00:00,-200.0,755.0,150.0,,517.0,180.0,1325.0,109.0,1091.0,487.0,-200.0,-200.0,-200.0,2004-10-14 05:00:00
14/10/2004,06:00:00,-200.0,854.0,150.0,,663.0,180.0,1080.0,109.0,1189.0,655.0,-200.0,-200.0,-200.0,2004-10-14 06:00:00
14/10/2004,07:00:00,-200.0,1079.0,150.0,,985.0,180.0,758.0,109.0,1465.0,1009.0,-200.0,-200.0,-200.0,2004-10-14 07:00:00
14/10/2004,08:00:00,-200.0,1097.0,150.0,,1103.0,180.0,659.0,109.0,1520.0,1113.0,-200.0,-200.0,-200.0,2004-10-14 08:00:00
14/10/2004,09:00:00,-200.0,1024.0,150.0,,976.0,180.0,747.0,109.0,1386.0,1030.0,-200.0,-200.0,-200.0,2004-10-14 09:00:00
14/10/2004,10:00:00,-200.0,990.0,150.0,,942.0,180.0,776.0,109.0,1359.0,986.0,-200.0,-200.0,-200.0,2004-10-14 10:00:00
14/10/2004,11:00:00,-200.0,1013.0,150.0,,901.0,180.0,788.0,109.0,1369.0,975.0,-200.0,-200.0,-200.0,2004-10-14 11:00:00
14/10/2004,12:00:00,-200.0,1051.0,150.0,,968.0,180.0,746.0,109.0,1442.0,984.0,-200.0,-200.0,-200.0,2004-10-14 12:00:00
14/10/2004,13:00:00,-200.0,1052.0,150.0,,966.0,180.0,726.0,109.0,1446.0,982.0,-200.0,-200.0,-200.0,2004-10-14 13:00:00
14/10/2004,14:00:00,-200.0,1141.0,150.0,,1049.0,180.0,675.0,109.0,1530.0,1117.0,-200.0,-200.0,-200.0,2004-10-14 14:00:00
14/10/2004,15:00:00,-200.0,1130.0,150.0,,1024.0,180.0,679.0,109.0,1537.0,1177.0,-200.0,-200.0,-200.0,2004-10-14 15:00:00
14/10/2004,16:00:00,-200.0,1099.0,150.0,,993.0,180.0,711.0,109.0,1507.0,1129.0,-200.0,-200.0,-200.0,2004-10-14 16:00:00
14/10/2004,17:00:00,-200.0,1182.0,150.0,,1064.0,180.0,653.0,109.0,1616.0,1217.0,-200.0,-200.0,-200.0,2004-10-14 17:00:00
14/10/2004,18:00:00,-200.0,1211.0,150.0,,1135.0,180.0,615.0,109.0,1682.0,1234.0,-200.0,-200.0,-200.0,2004-10-14 18:00:00
14/10/2004,19:00:00,-200.0,1340.0,150.0,,1324.0,180.0,537.0,109.0,1907.0,1412.0,-200.0,-200.0,-200.0,2004-10-14 19:00:00
14/10/2004,20:00:00,-200.0,1299.0,150.0,,1237.0,180.0,553.0,109.0,1804.0,1350.0,-200.0,-200.0,-200.0,2004-10-14 20:00:00
14/10/2004,21:00:00,-200.0,1046.0,150.0,,872.0,180.0,769.0,109.0,1479.0,968.0,-200.0,-200.0,-200.0,2004-10-14 21:00:00
14/10/2004,22:00:00,-200.0,949.0,150.0,,754.0,180.0,884.0,109.0,1393.0,759.0,-200.0,-200.0,-200.0,2004-10-14 22:00:00
14/10/2004,23:00:00,-200.0,966.0,150.0,,756.0,180.0,908.0,109.0,1363.0,741.0,-200.0,-200.0,-200.0,2004-10-14 23:00:00
15/10/2004,00:00:00,-200.0,1062.0,150.0,,887.0,180.0,770.0,109.0,1473.0,866.0,-200.0,-200.0,-200.0,2004-10-15 00:00:00
15/10/2004,01:00:00,-200.0,934.0,150.0,,730.0,180.0,906.0,109.0,1345.0,757.0,-200.0,-200.0,-200.0,2004-10-15 01:00:00
15/10/2004,02:00:00,-200.0,862.0,150.0,,649.0,180.0,1046.0,109.0,1289.0,675.0,-200.0,-200.0,-200.0,2004-10-15 02:00:00
15/10/2004,03:00:00,-200.0,823.0,150.0,,590.0,180.0,1125.0,109.0,1241.0,624.0,-200.0,-200.0,-200.0,2004-10-15 03:00:00
15/10/2004,04:00:00,-200.0,839.0,150.0,,604.0,180.0,1097.0,109.0,1259.0,605.0,-200.0,-200.0,-200.0,2004-10-15 04:00:00
15/10/2004,05:00:00,-200.0,879.0,150.0,,681.0,180.0,992.0,109.0,1312.0,703.0,-200.0,-200.0,-200.0,2004-10-15 05:00:00
15/10/2004,06:00:00,-200.0,1095.0,150.0,,977.0,180.0,725.0,109.0,1562.0,998.0,-200.0,-200.0,-200.0,2004-10-15 06:00:00
15/10/2004,07:00:00,-200.0,1359.0,150.0,,1311.0,180.0,544.0,109.0,1878.0,1311.0,-200.0,-200.0,-200.0,2004-10-15 07:00:00
15/10/2004,08:00:00,-200.0,1354.0,150.0,,1358.0,180.0,519.0,109.0,1942.0,1403.0,-200.0,-200.0,-200.0,2004-10-15 08:00:00
15/10/2004,09:00:00,-200.0,1420.0,150.0,,1405.0,180.0,501.0,109.0,1941.0,1573.0,-200.0,-200.0,-200.0,2004-10-15 09:00:00
15/10/2004,10:00:00,-200.0,1265.0,150.0,,1221.0,180.0,578.0,109.0,1760.0,1354.0,-200.0,-200.0,-200.0,2004-10-15 10:00:00
15/10/2004,11:00:00,-200.0,1146.0,150.0,,1122.0,180.0,639.0,109.0,1659.0,1131.0,-200.0,-200.0,-200.0,2004-10-15 11:00:00
15/10/2004,12:00:00,-200.0,1150.0,150.0,,1149.0,180.0,620.0,109.0,1676.0,1113.0,-200.0,-200.0,-200.0,2004-10-15 12:00:00
15/10/2004,13:00:00,-200.0,1282.0,150.0,,1247.0,180.0,560.0,109.0,1861.0,1258.0,-200.0,-200.0,-200.0,2004-10-15 13:00:00
15/10/2004,14:00:00,-200.0,1067.0,150.0,,1085.0,180.0,684.0,109.0,1548.0,985.0,-200.0,-200.0,-200.0,2004-10-15 14:00:00
15/10/2004,15:00:00,-200.0,1185.0,150.0,,1243.0,180.0,603.0,109.0,1689.0,1197.0,-200.0,-200.0,-200.0,2004-10-15 15:00:00
15/10/2004,16:00:00,-200.0,1312.0,150.0,,1381.0,180.0,540.0,109.0,1881.0,1402.0,-200.0,-200.0,-200.0,2004-10-15 16:00:00
15/10/2004,17:00:00,-200.0,1319.0,150.0,,1426.0,180.0,509.0,109.0,1938.0,1491.0,-200.0,-200.0,-200.0,2004-10-15 17:00:00
15/10/2004,18:00:00,-200.0,1255.0,150.0,,1342.0,180.0,539.0,109.0,1875.0,1396.0,-200.0,-200.0,-200.0,2004-10-15 18:00:00
15/10/2004,19:00:00,-200.0,1123.0,150.0,,1119.0,180.0,648.0,109.0,1593.0,1198.0,-200.0,-200.0,-200.0,2004-10-15 19:00:00
15/10/2004,20:00:00,-200.0,1126.0,150.0,,1045.0,180.0,689.0,109.0,1523.0,1166.0,-200.0,-200.0,-200.0,2004-10-15 20:00:00
15/10/2004,21:00:00,-200.0,924.0,150.0,,766.0,180.0,902.0,109.0,1357.0,752.0,-200.0,-200.0,-200.0,2004-10-15 21:00:00
15/10/2004,22:00:00,-200.0,982.0,150.0,,849.0,180.0,853.0,109.0,1390.0,717.0,-200.0,-200.0,-200.0,2004-10-15 22:00:00
15/10/2004,23:00:00,-200.0,936.0,150.0,,756.0,180.0,939.0,109.0,1311.0,693.0,-200.0,-200.0,-200.0,2004-10-15 23:00:00
16/10/2004,00:00:00,-200.0,1069.0,150.0,,865.0,180.0,825.0,109.0,1394.0,816.0,-200.0,-200.0,-200.0,2004-10-16 00:00:00
16/10/2004,01:00:00,-200.0,967.0,150.0,,785.0,180.0,879.0,109.0,1326.0,766.0,-200.0,-200.0,-200.0,2004-10-16 01:00:00
16/10/2004,02:00:00,-200.0,869.0,150.0,,649.0,180.0,1033.0,109.0,1249.0,631.0,-200.0,-200.0,-200.0,2004-10-16 02:00:00
16/10/2004,03:00:00,-200.0,916.0,150.0,,692.0,180.0,986.0,109.0,1287.0,683.0,-200.0,-200.0,-200.0,2004-10-16 03:00:00
16/10/2004,04:00:00,-200.0,886.0,150.0,,686.0,180.0,970.0,109.0,1278.0,654.0,-200.0,-200.0,-200.0,2004-10-16 04:00:00
16/10/2004,05:00:00,-200.0,926.0,150.0,,747.0,180.0,902.0,109.0,1325.0,759.0,-200.0,-200.0,-200.0,2004-10-16 05:00:00
16/10/2004,06:00:00,-200.0,971.0,150.0,,851.0,180.0,808.0,109.0,1389.0,876.0,-200.0,-200.0,-200.0,2004-10-16 06:00:00
16/10/2004,07:00:00,-200.0,1029.0,150.0,,886.0,180.0,807.0,109.0,1446.0,926.0,-200.0,-200.0,-200.0,2004-10-16 07:00:00
16/10/2004,08:00:00,-200.0,1124.0,150.0,,1057.0,180.0,667.0,109.0,1569.0,1091.0,-200.0,-200.0,-200.0,2004-10-16 08:00:00
16/10/2004,09:00:00,-200.0,1063.0,150.0,,964.0,180.0,729.0,109.0,1454.0,1045.0,-200.0,-200.0,-200.0,2004-10-16 09:00:00
16/10/2004,10:00:00,-200.0,1028.0,150.0,,961.0,180.0,756.0,109.0,1413.0,928.0,-200.0,-200.0,-200.0,2004-10-16 10:00:00
16/10/2004,11:00:00,-200.0,944.0,150.0,,910.0,180.0,828.0,109.0,1342.0,777.0,-200.0,-200.0,-200.0,2004-10-16 11:00:00
16/10/2004,12:00:00,-200.0,913.0,150.0,,857.0,180.0,892.0,109.0,1275.0,640.0,-200.0,-200.0,-200.0,2004-10-16 12:00:00
16/10/2004,13:00:00,-200.0,966.0,150.0,,906.0,180.0,819.0,109.0,1354.0,741.0,-200.0,-200.0,-200.0,2004-10-16 13:00:00
16/10/2004,14:00:00,-200.0,833.0,150.0,,737.0,180.0,1021.0,109.0,1162.0,483.0,-200.0,-200.0,-200.0,2004-10-16 14:00:00
16/10/2004,15:00:00,-200.0,891.0,150.0,,789.0,180.0,960.0,109.0,1234.0,522.0,-200.0,-200.0,-200.0,2004-10-16 15:00:00
16/10/2004,16:00:00,-200.0,995.0,150.0,,927.0,180.0,825.0,109.0,1320.0,718.0,-200.0,-200.0,-200.0,2004-10-16 16:00:00
16/10/2004,17:00:00,-200.0,1038.0,150.0,,929.0,180.0,816.0,109.0,1332.0,798.0,-200.0,-200.0,-200.0,2004-10-16 17:00:00
16/10/2004,18:00:00,-200.0,1146.0,150.0,,1118.0,180.0,695.0,109.0,1534.0,1174.0,-200.0,-200.0,-200.0,2004-10-16 18:00:00
16/10/2004,19:00:00,-200.0,1059.0,150.0,,958.0,180.0,787.0,109.0,1417.0,891.0,-200.0,-200.0,-200.0,2004-10-16 19:00:00
16/10/2004,20:00:00,-200.0,1065.0,150.0,,893.0,180.0,819.0,109.0,1397.0,799.0,-200.0,-200.0,-200.0,2004-10-16 20:00:00
16/10/2004,21:00:00,-200.0,1013.0,150.0,,822.0,180.0,855.0,109.0,1377.0,855.0,-200.0,-200.0,-200.0,2004-10-16 21:00:00
16/10/2004,22:00:00,-200.0,942.0,150.0,,712.0,180.0,979.0,109.0,1303.0,734.0,-200.0,-200.0,-200.0,2004-10-16 22:00:00
16/10/2004,23:00:00,-200.0,925.0,150.0,,735.0,180.0,960.0,109.0,1284.0,691.0,-200.0,-200.0,-200.0,2004-10-16 23:00:00
17/10/2004,00:00:00,-200.0,871.0,150.0,,628.0,180.0,1118.0,109.0,1228.0,557.0,-200.0,-200.0,-200.0,2004-10-17 00:00:00
17/10/2004,01:00:00,-200.0,864.0,150.0,,633.0,180.0,1097.0,109.0,1259.0,523.0,-200.0,-200.0,-200.0,2004-10-17 01:00:00
17/10/2004,02:00:00,-200.0,929.0,150.0,,698.0,180.0,991.0,109.0,1307.0,610.0,-200.0,-200.0,-200.0,2004-10-17 02:00:00
17/10/2004,03:00:00,-200.0,912.0,150.0,,690.0,180.0,984.0,109.0,1309.0,574.0,-200.0,-200.0,-200.0,2004-10-17 03:00:00
17/10/2004,04:00:00,-200.0,817.0,150.0,,602.0,180.0,1120.0,109.0,1227.0,470.0,-200.0,-200.0,-200.0,2004-10-17 04:00:00
17/10/2004,05:00:00,-200.0,786.0,150.0,,558.0,180.0,1217.0,109.0,1179.0,434.0,-200.0,-200.0,-200.0,2004-10-17 05:00:00
17/10/2004,06:00:00,-200.0,827.0,150.0,,595.0,180.0,1208.0,109.0,1214.0,507.0,-200.0,-200.0,-200.0,2004-10-17 06:00:00
17/10/2004,07:00:00,-200.0,789.0,150.0,,604.0,180.0,1181.0,109.0,1171.0,467.0,-200.0,-200.0,-200.0,2004-10-17 07:00:00
17/10/2004,08:00:00,-200.0,875.0,150.0,,754.0,180.0,961.0,109.0,1296.0,591.0,-200.0,-200.0,-200.0,2004-10-17 08:00:00
17/10/2004,09:00:00,-200.0,959.0,150.0,,792.0,180.0,913.0,109.0,1315.0,717.0,-200.0,-200.0,-200.0,2004-10-17 09:00:00
17/10/2004,10:00:00,-200.0,969.0,150.0,,850.0,180.0,846.0,109.0,1351.0,774.0,-200.0,-200.0,-200.0,2004-10-17 10:00:00
17/10/2004,11:00:00,-200.0,947.0,150.0,,821.0,180.0,900.0,109.0,1302.0,697.0,-200.0,-200.0,-200.0,2004-10-17 11:00:00
17/10/2004,12:00:00,-200.0,960.0,150.0,,848.0,180.0,866.0,109.0,1305.0,701.0,-200.0,-200.0,-200.0,2004-10-17 12:00:00
17/10/2004,13:00:00,-200.0,1017.0,150.0,,1020.0,180.0,744.0,109.0,1478.0,752.0,-200.0,-200.0,-200.0,2004-10-17 13:00:00
17/10/2004,14:00:00,-200.0,979.0,150.0,,1057.0,180.0,701.0,109.0,1473.0,760.0,-200.0,-200.0,-200.0,2004-10-17 14:00:00
17/10/2004,15:00:00,-200.0,843.0,150.0,,748.0,180.0,999.0,109.0,1179.0,505.0,-200.0,-200.0,-200.0,2004-10-17 15:00:00
17/10/2004,16:00:00,-200.0,877.0,150.0,,769.0,180.0,962.0,109.0,1212.0,529.0,-200.0,-200.0,-200.0,2004-10-17 16:00:00
17/10/2004,17:00:00,-200.0,1053.0,150.0,,1072.0,180.0,733.0,109.0,1495.0,832.0,-200.0,-200.0,-200.0,2004-10-17 17:00:00
17/10/2004,18:00:00,-200.0,1047.0,150.0,,1037.0,180.0,749.0,109.0,1429.0,904.0,-200.0,-200.0,-200.0,2004-10-17 18:00:00
17/10/2004,19:00:00,-200.0,1105.0,150.0,,1074.0,180.0,712.0,109.0,1457.0,1050.0,-200.0,-200.0,-200.0,2004-10-17 19:00:00
17/10/2004,20:00:00,-200.0,1008.0,150.0,,968.0,180.0,783.0,109.0,1348.0,1000.0,-200.0,-200.0,-200.0,2004-10-17 20:00:00
17/10/2004,21:00:00,-200.0,975.0,150.0,,891.0,180.0,814.0,109.0,1361.0,911.0,-200.0,-200.0,-200.0,2004-10-17 21:00:00
17/10/2004,22:00:00,-200.0,954.0,150.0,,850.0,180.0,840.0,109.0,1321.0,858.0,-200.0,-200.0,-200.0,2004-10-17 22:00:00
17/10/2004,23:00:00,-200.0,987.0,150.0,,904.0,180.0,808.0,109.0,1344.0,903.0,-200.0,-200.0,-200.0,2004-10-17 23:00:00
18/10/2004,00:00:00,-200.0,880.0,150.0,,784.0,180.0,922.0,109.0,1252.0,781.0,-200.0,-200.0,-200.0,2004-10-18 00:00:00
18/10/2004,01:00:00,-200.0,856.0,150.0,,732.0,180.0,988.0,109.0,1247.0,714.0,-200.0,-200.0,-200.0,2004-10-18 01:00:00
18/10/2004,02:00:00,-200.0,788.0,150.0,,614.0,180.0,1116.0,109.0,1177.0,625.0,-200.0,-200.0,-200.0,2004-10-18 02:00:00
18/10/2004,03:00:00,-200.0,760.0,150.0,,555.0,180.0,1226.0,109.0,1158.0,568.0,-200.0,-200.0,-200.0,2004-10-18 03:00:00
18/10/2004,04:00:00,-200.0,777.0,150.0,,570.0,180.0,1191.0,109.0,1167.0,616.0,-200.0,-200.0,-200.0,2004-10-18 04:00:00
